start_id,end_id,type
11861563,H04,CLASSIFIED_AS
11861565,G06,CLASSIFIED_AS
11861565,G10,CLASSIFIED_AS
11861566,G07,CLASSIFIED_AS
11861566,G06,CLASSIFIED_AS
11861568,G06,CLASSIFIED_AS
11861568,H04,CLASSIFIED_AS
11861580,G06,CLASSIFIED_AS
11861594,G06,CLASSIFIED_AS
11861630,G06,CLASSIFIED_AS
11861633,G06,CLASSIFIED_AS
11861634,Y04,CLASSIFIED_AS
11861634,Y02,CLASSIFIED_AS
11861634,H04,CLASSIFIED_AS
11861634,G06,CLASSIFIED_AS
11861634,F24,CLASSIFIED_AS
11861643,G06,CLASSIFIED_AS
11861644,G06,CLASSIFIED_AS
11861650,G06,CLASSIFIED_AS
11861654,G06,CLASSIFIED_AS
11861657,G06,CLASSIFIED_AS
11861664,G06,CLASSIFIED_AS
11861665,G06,CLASSIFIED_AS
11861672,G06,CLASSIFIED_AS
11861672,A45,CLASSIFIED_AS
11861672,A46,CLASSIFIED_AS
11861672,H04,CLASSIFIED_AS
11861672,Y02,CLASSIFIED_AS
11861677,G06,CLASSIFIED_AS
11861689,G06,CLASSIFIED_AS
11861692,G06,CLASSIFIED_AS
11861697,H04,CLASSIFIED_AS
11861697,G06,CLASSIFIED_AS
11861699,G06,CLASSIFIED_AS
11861702,G06,CLASSIFIED_AS
11861704,G06,CLASSIFIED_AS
11861713,G06,CLASSIFIED_AS
11861732,G06,CLASSIFIED_AS
11861733,G06,CLASSIFIED_AS
11861737,A01,CLASSIFIED_AS
11861737,G06,CLASSIFIED_AS
11861738,A01,CLASSIFIED_AS
11861738,G06,CLASSIFIED_AS
11861757,G06,CLASSIFIED_AS
11861757,A63,CLASSIFIED_AS
11861762,G06,CLASSIFIED_AS
11861772,G06,CLASSIFIED_AS
11861780,G06,CLASSIFIED_AS
11861806,G06,CLASSIFIED_AS
11861806,H04,CLASSIFIED_AS
11861807,G06,CLASSIFIED_AS
11861808,H04,CLASSIFIED_AS
11861808,G06,CLASSIFIED_AS
11861809,G06,CLASSIFIED_AS
11861811,G06,CLASSIFIED_AS
11861816,G06,CLASSIFIED_AS
11861817,G06,CLASSIFIED_AS
11861817,H01,CLASSIFIED_AS
11861818,G06,CLASSIFIED_AS
11861818,G01,CLASSIFIED_AS
11861821,G06,CLASSIFIED_AS
11861825,G16,CLASSIFIED_AS
11861825,G06,CLASSIFIED_AS
11861826,G06,CLASSIFIED_AS
11861826,G01,CLASSIFIED_AS
11861827,G06,CLASSIFIED_AS
11861827,A61,CLASSIFIED_AS
11861827,G01,CLASSIFIED_AS
11861827,G16,CLASSIFIED_AS
11861828,G06,CLASSIFIED_AS
11861829,G06,CLASSIFIED_AS
11861831,Y02,CLASSIFIED_AS
11861831,G16,CLASSIFIED_AS
11861831,G06,CLASSIFIED_AS
11861831,A61,CLASSIFIED_AS
11861832,G06,CLASSIFIED_AS
11861832,A61,CLASSIFIED_AS
11861832,G16,CLASSIFIED_AS
11861835,G06,CLASSIFIED_AS
11861838,A61,CLASSIFIED_AS
11861838,G16,CLASSIFIED_AS
11861838,G06,CLASSIFIED_AS
11861839,G06,CLASSIFIED_AS
11861846,G06,CLASSIFIED_AS
11861850,G06,CLASSIFIED_AS
11861850,H04,CLASSIFIED_AS
11861851,G06,CLASSIFIED_AS
11861853,G06,CLASSIFIED_AS
11861854,G06,CLASSIFIED_AS
11861871,G06,CLASSIFIED_AS
11861873,G06,CLASSIFIED_AS
11861877,G06,CLASSIFIED_AS
11861881,G06,CLASSIFIED_AS
11861882,G06,CLASSIFIED_AS
11861885,G06,CLASSIFIED_AS
11861885,A01,CLASSIFIED_AS
11861888,G06,CLASSIFIED_AS
11861890,G06,CLASSIFIED_AS
11861892,H04,CLASSIFIED_AS
11861892,G05,CLASSIFIED_AS
11861892,B64,CLASSIFIED_AS
11861892,G06,CLASSIFIED_AS
11861894,G06,CLASSIFIED_AS
11861894,A61,CLASSIFIED_AS
11861906,A63,CLASSIFIED_AS
11861906,G06,CLASSIFIED_AS
11861906,G11,CLASSIFIED_AS
11861906,H04,CLASSIFIED_AS
11861909,G06,CLASSIFIED_AS
11861915,B60,CLASSIFIED_AS
11861915,G06,CLASSIFIED_AS
11861918,G06,CLASSIFIED_AS
11861924,G06,CLASSIFIED_AS
11861938,G06,CLASSIFIED_AS
11861940,G06,CLASSIFIED_AS
11861947,G07,CLASSIFIED_AS
11861947,H04,CLASSIFIED_AS
11861947,G06,CLASSIFIED_AS
11861975,H04,CLASSIFIED_AS
11861975,G06,CLASSIFIED_AS
11861975,G07,CLASSIFIED_AS
11862000,G08,CLASSIFIED_AS
11862016,G08,CLASSIFIED_AS
11862027,G08,CLASSIFIED_AS
11862027,B64,CLASSIFIED_AS
11862027,G01,CLASSIFIED_AS
11862027,Y02,CLASSIFIED_AS
11862042,H04,CLASSIFIED_AS
11862042,G06,CLASSIFIED_AS
11862042,G02,CLASSIFIED_AS
11862042,G09,CLASSIFIED_AS
11862056,G09,CLASSIFIED_AS
11862118,G09,CLASSIFIED_AS
11862118,H04,CLASSIFIED_AS
11862124,G09,CLASSIFIED_AS
11862142,G10,CLASSIFIED_AS
11862142,G06,CLASSIFIED_AS
11862144,G06,CLASSIFIED_AS
11862144,G10,CLASSIFIED_AS
11862146,G10,CLASSIFIED_AS
11862146,G06,CLASSIFIED_AS
11862149,G10,CLASSIFIED_AS
11862149,G06,CLASSIFIED_AS
11862177,G10,CLASSIFIED_AS
11862178,G06,CLASSIFIED_AS
11862178,G10,CLASSIFIED_AS
11862183,G06,CLASSIFIED_AS
11862183,G10,CLASSIFIED_AS
11862187,G10,CLASSIFIED_AS
11862187,G06,CLASSIFIED_AS
11862191,G10,CLASSIFIED_AS
11862191,G06,CLASSIFIED_AS
11862194,G11,CLASSIFIED_AS
11862202,G11,CLASSIFIED_AS
11862203,G11,CLASSIFIED_AS
11862207,G11,CLASSIFIED_AS
11862211,G11,CLASSIFIED_AS
11862267,G11,CLASSIFIED_AS
11862296,G16,CLASSIFIED_AS
11862298,G16,CLASSIFIED_AS
11862298,G06,CLASSIFIED_AS
11862300,G16,CLASSIFIED_AS
11862300,G06,CLASSIFIED_AS
11862302,G16,CLASSIFIED_AS
11862302,G06,CLASSIFIED_AS
11862303,G16,CLASSIFIED_AS
11862303,G06,CLASSIFIED_AS
11862303,H04,CLASSIFIED_AS
11862305,G16,CLASSIFIED_AS
11862305,G06,CLASSIFIED_AS
11862315,G16,CLASSIFIED_AS
11862315,G06,CLASSIFIED_AS
11862319,G16,CLASSIFIED_AS
11862325,G16,CLASSIFIED_AS
11862325,G06,CLASSIFIED_AS
11862326,A61,CLASSIFIED_AS
11862326,G06,CLASSIFIED_AS
11862326,G16,CLASSIFIED_AS
11862336,G06,CLASSIFIED_AS
11862336,G16,CLASSIFIED_AS
